Lead_ID,Student_ID,Date_of_Enquiry,City,Source,Course_Type,Conversion_Status,Date_of_Joining,Fees_Quoted
L96722816,,05/05/2023,Ahmedabad,Walk-in,Two-Year,Not Converted,,
L23481310,S0740502,07-02-2024,Ranchi,Walk-in,1 Yr,Converted,30/08/2024,179968.0
L70299246,S0790768,19/06/2023,Delhi,Referral,2-Year,Converted,2023-07-02,138481.0
L83120802,,2023-05-04,Kolkata,Social Media,2-Year,Not Converted,,
L44751085,S5820389,2025-05-18,Gurugram,Agent,1-Year,Converted,2025-07-27,157006.0
L47968180,,02-04-2023,Ghaziabad,School Seminar,Two-Year,Not Converted,,
L95703482,S0852422,2023-03-28,Jaipur,Social Media,1 Yr,Converted,04-09-2023,121760.0
L05193190,S1541442,10-07-2024,Bengaluru,School Seminar,2-Year,Converted,25/12/2024,120694.0
L09719196,S0124387,08/12/2024,Delhi,School Seminar,2-Year,Converted,01-27-2025,158079.0
L49896115,,24/02/2025,Ahmedabad,Social Media,2-Year,Not Converted,,
L82751043,,07-20-2023,Ranchi,Referral,2-Year,Not Converted,,
L36695200,S0987627,01-04-2024,Nagpur,Social Media,2-Year,Converted,2024-02-04,159880.0
L00813624,S7647129,2025-03-07,Faridabad,Social Media,2-Year,Converted,03/04/2025,175598.0
L28909517,,2023-03-18,Amritsar,Walk-in,1-Year,Not Converted,,
L87754344,,2023-02-28,Nagpur,Social Media,1-Year,Not Converted,,
L88761234,,06/03/2024,Pune,School Seminar,2-Year,Not Converted,,
L56658344,,09-29-2024,Bhopal,Agent,1-Year,Not Converted,,
L70322610,,05-14-2024,Amritsar,Social Media,1-Year,Not Converted,,
L28593878,,2023-04-19,Rajkot,Referral,1 Yr,Not Converted,,
L57669406,S6093301,01-05-2025,Bengaluru,School Seminar,One-Year,Converted,03-02-2025,120217.0
L23490487,,2023-10-05,Nashik,School Seminar,1-Year,Not Converted,,
L00236382,,09/03/2023,Vadodara,School Seminar,2 Yr,Not Converted,,
L10783259,,10/03/2023,Amritsar,Social Media,2 Yr,Not Converted,,
L62421227,S4626367,14/06/2023,Hyderabad,Referral,1-Year,Converted,07-31-2023,155312.0
L79387463,,03/05/2024,Patna,Walk-in,2 Yr,Not Converted,,
L74282873,,2023-11-01,Ranchi,Agent,2-Year,Not Converted,,
L91013852,,2025-06-27,Nagpur,Social Media,1-Year,Not Converted,,
L45604311,S2962217,04/11/2024,Thane,Website,1-Year,Converted,05/12/2024,181700.0
L47965793,S5330566,2023-12-31,Bengaluru,Social Media,2 Yr,Converted,01-27-2024,115230.0
L17328950,,05-03-2025,Jaipur,Agent,One-Year,Not Converted,,
L02524020,,31/03/2025,Surat,Walk-in,1-Year,Not Converted,,
L50115382,S4986230,14/01/2024,Gurugram,Referral,2-Year,Converted,2024-02-12,115043.0
L63729832,,2023-12-09,Jaipur,Walk-in,2-Year,Not Converted,,
L12014125,S8785286,17/06/2025,Thane,Social Media,2 Yr,Converted,07-16-2025,122278.0
L13224055,S7683444,2024-07-07,Agra,Social Media,1-Year,Converted,07-09-2024,140384.0
L11133686,S9757753,20/12/2023,Pune,Social Media,2 Yr,Converted,2024-01-04,180615.0
L60190083,S2587099,02-20-2024,Bhopal,Social Media,2year,Converted,2024-04-18,140506.0
L92882532,S1958472,2023-04-19,Faridabad,Social Media,1year,Converted,10/06/2023,162517.0
L53484666,S7246888,07-16-2024,Srinagar,School Seminar,1-Year,Converted,09-26-2024,178284.0
L90450190,S6021646,31/01/2025,Ludhiana,Walk-in,2-Year,Converted,11/03/2025,159341.0
L24774974,,2024-05-11,Agra,Social Media,2-Year,Not Converted,,
L83933260,,2023-12-07,Hyderabad,Website,2-Year,Not Converted,,
L29138237,,18/01/2024,Gurugram,Walk-in,2-Year,Not Converted,,
L19165320,S3538820,06-16-2024,Chennai,Agent,1year,Converted,29/06/2024,175616.0
L67126826,S9086167,2023-10-27,Meerut,Walk-in,1-Year,Converted,12-03-2023,164114.0
L93637003,,2023-05-19,Jaipur,Social Media,1-Year,Not Converted,,
L01704739,,2023-12-25,Amritsar,Referral,2-Year,Not Converted,,
L72841994,S1324945,2025-04-15,Faridabad,Walk-in,2-Year,Converted,09/05/2025,156904.0
L29721685,S3962996,13/05/2024,Meerut,Social Media,2-Year,Converted,2024-06-04,135812.0
L21243411,,20/01/2024,Kolkata,Social Media,2 Yr,Not Converted,,
L02795241,,08-26-2024,Indore,Social Media,Two-Year,Not Converted,,
L31295858,,2023-10-07,Ludhiana,Social Media,2 Yr,Not Converted,,
L79369376,,2024-09-28,Meerut,Referral,1-Year,Not Converted,,
L07538622,,04-27-2024,Hyderabad,Referral,1-Year,Not Converted,,
L23250033,,06-27-2025,Gurugram,Social Media,2year,Not Converted,,
L18854328,S7415527,2023-04-21,Ranchi,Walk-in,1-Year,Converted,2023-04-29,156730.0
L75446716,,2025-05-15,Jaipur,Walk-in,2-Year,Not Converted,,
L39767416,S3688399,19/05/2023,Varanasi,Social Media,Two-Year,Converted,2023-07-22,121062.0
L30150730,,2024-03-10,Patna,Social Media,2-Year,Not Converted,,
L47842802,,05-23-2024,Thane,Social Media,1-Year,Not Converted,,
L42275160,,30/09/2023,Lucknow,Referral,2-Year,Not Converted,,
L83313677,,09/04/2023,Vadodara,Social Media,One-Year,Not Converted,,
L62153659,S1074591,2025-02-02,Faridabad,Referral,1-Year,Converted,2025-02-23,157207.0
L96485537,S1423445,29/04/2025,Nagpur,Walk-in,1-Year,Converted,2025-06-13,178368.0
L13860455,,14/04/2023,Ludhiana,Referral,1-Year,Not Converted,,
L30292263,,2023-08-02,Nashik,Social Media,2-Year,Not Converted,,
L83619254,S6484102,2025-01-30,Nashik,Social Media,2-Year,Converted,2025-03-23,179380.0
L11995360,,25/10/2024,Mumbai,Walk-in,2year,Not Converted,,
L19645885,S9855241,01-31-2025,Srinagar,Website,2-Year,Converted,02-21-2025,123840.0
L78555586,S7449325,25/02/2025,Thane,School Seminar,2year,Converted,27/04/2025,144414.0
L97042340,S5022452,2023-06-14,Jaipur,Walk-in,2-Year,Converted,2023-06-19,116550.0
L73891350,,2025-05-02,Ahmedabad,Referral,2 Yr,Not Converted,,
L22912570,S6934557,06-03-2024,Thane,Referral,1-Year,Converted,30/07/2024,122059.0
L42165544,,10-11-2023,Ranchi,Website,2 Yr,Not Converted,,
L60562341,S3115065,31/05/2024,Kanpur,Social Media,1 Yr,Converted,2024-08-20,140635.0
L14346343,S0651657,2024-10-18,Meerut,Agent,2 Yr,Converted,2024-12-13,115033.0
L71630788,,2024-09-04,Bengaluru,Walk-in,1 Yr,Not Converted,,
L72740735,,06-13-2023,Thane,Walk-in,2-Year,Not Converted,,
L73637362,S0168963,04/06/2025,,Social Media,1-Year,Converted,07-14-2025,116429.0
L34157029,S6564054,20/10/2024,Meerut,Walk-in,One-Year,Converted,2024-11-03,181271.0
L08867364,,05/03/2023,Kolkata,Referral,2-Year,Not Converted,,
L10399870,S1897979,2023-04-01,Bhopal,Social Media,2-Year,Converted,06-07-2023,136547.0
L95046823,,04-27-2023,Ahmedabad,Social Media,2year,Not Converted,,
L32693102,,15/05/2025,Nagpur,Website,1-Year,Not Converted,,
L48520266,S6965909,09-24-2023,Rajkot,Referral,1-Year,Converted,12/12/2023,181707.0
L76690233,,2025-04-01,Meerut,Referral,One-Year,Not Converted,,
L66127716,,11-15-2024,Ahmedabad,Social Media,2 Yr,Not Converted,,
L93406087,S9532443,07-12-2024,Amritsar,Walk-in,2 Yr,Converted,09-08-2024,115513.0
L23554077,S8555802,05-20-2023,Ghaziabad,Walk-in,1-Year,Converted,2023-05-21,160174.0
L32825037,,03/09/2023,Kanpur,Walk-in,2year,Not Converted,,
L55589901,,2024-10-22,Bhopal,Referral,1 Yr,Not Converted,,
L54452743,,2025-01-27,Ghaziabad,Referral,2 Yr,Not Converted,,
L43599783,S9349294,30/01/2024,Vadodara,Walk-in,2 Yr,Converted,2024-03-04,183003.0
L86675889,S0813870,2024-05-01,Bhopal,Social Media,2-Year,Converted,07-22-2024,182444.0
L55271887,S5181595,2024-04-20,Bhopal,Website,Two-Year,Converted,04-30-2024,117392.0
L34843725,S0701009,31/05/2024,Pune,Walk-in,1-Year,Converted,2024-08-20,159068.0
L83379975,S0485673,07-03-2023,Varanasi,Social Media,2 Yr,Converted,08-12-2023,178409.0
L03344195,,01-20-2023,Patna,Referral,1-Year,Not Converted,,
L67797730,S9254774,2024-07-11,Chennai,School Seminar,1 Yr,Converted,2024-08-10,116549.0
L17060353,S5717382,07/06/2024,Meerut,Social Media,1-Year,Converted,07-29-2024,137621.0
L20559401,,08-04-2024,Amritsar,Social Media,1 Yr,Not Converted,,
L99975591,S1342842,06-12-2024,Gurugram,Walk-in,2-Year,Converted,07-04-2024,123351.0
L75484210,S0720681,06-01-2025,Kanpur,Social Media,1-Year,Converted,2025-08-16,161399.0
L62759340,S9126011,2023-05-27,Chennai,School Seminar,2-Year,Converted,18/06/2023,142105.0
L65636388,S8850005,27/10/2024,Patna,Social Media,1-Year,Converted,12-11-2024,157311.0
L85402822,,2023-10-31,Hyderabad,School Seminar,1-Year,Not Converted,,
L37099245,,11/09/2024,Amritsar,Social Media,1 Yr,Not Converted,,
L57267555,S0655723,2025-01-17,Pune,Social Media,1-Year,Converted,2025-03-23,121823.0
L01209848,S4420026,03-30-2025,Ahmedabad,Website,1-Year,Converted,04/04/2025,119653.0
L12450030,S6197029,2025-05-13,Nagpur,Walk-in,1-Year,Converted,06-18-2025,121824.0
L00213770,,08-04-2024,Kanpur,Referral,2-Year,Not Converted,,
L09699459,,25/11/2024,Rajkot,Social Media,2-Year,Not Converted,,
L24723424,,01-31-2025,Thane,Walk-in,2-Year,Not Converted,,
L58606115,S3271683,16/08/2023,Pune,Referral,2 Yr,Converted,15/09/2023,179430.0
L93021931,S3047955,2023-04-12,Jaipur,Agent,1-Year,Converted,02/05/2023,179090.0
L66673009,,09/08/2024,Bhopal,Agent,1 Yr,Not Converted,,
L61337515,,02-21-2024,Chennai,Walk-in,2-Year,Not Converted,,
L01567572,,08-04-2023,Ghaziabad,Referral,1-Year,Not Converted,,
L72544480,S6363010,02-11-2024,Vadodara,Referral,1 Yr,Converted,2024-03-27,180041.0
L68859888,,03/02/2024,Faridabad,Walk-in,2-Year,Not Converted,,
L78026955,,12-15-2024,Gurugram,Social Media,1-Year,Not Converted,,
L26600126,,04/12/2024,Amritsar,Social Media,Two-Year,Not Converted,,
L52664033,S6903564,2025-01-30,Gurugram,Social Media,1 Yr,Converted,28/04/2025,184786.0
L58433032,,13/05/2024,Ahmedabad,Social Media,1-Year,Not Converted,,
L81850448,S0252289,2025-01-23,Chennai,Social Media,2-Year,Converted,06/03/2025,138585.0
L45978567,,04-09-2024,Lucknow,Referral,1-Year,Not Converted,,
L80199340,S7544397,2024-11-21,Ranchi,School Seminar,2year,Converted,01-10-2025,117373.0
L57160434,,12-31-2024,,Referral,1 Yr,Not Converted,,
L45625613,,2023-03-23,Srinagar,Social Media,1-Year,Not Converted,,
L74145496,S2097310,26/08/2024,Hyderabad,Social Media,2-Year,Converted,2024-09-17,121842.0
L07347379,,17/11/2024,Gurugram,Walk-in,1-Year,Not Converted,,
L28859376,S0004581,01-20-2025,Indore,Social Media,1 Yr,Converted,16/04/2025,159723.0
L95015971,S1111521,10/02/2025,Delhi,Walk-in,1-Year,Converted,2025-02-13,144464.0
L17422804,S5199653,2025-06-21,Indore,Agent,1-Year,Converted,2025-08-30,115738.0
L24960489,S7426242,2023-12-31,Mumbai,Social Media,2-Year,Converted,18/02/2024,159590.0
L06279824,,12/06/2023,Patna,Social Media,2-Year,Not Converted,,
L71454267,S7246304,2023-02-17,Surat,Referral,2-Year,Converted,03-24-2023,161087.0
L83687526,,25/05/2024,Thane,Agent,2-Year,Not Converted,,
L81743383,,11-25-2023,Ghaziabad,School Seminar,2 Yr,Not Converted,,
L45911582,,19/04/2025,Srinagar,Website,1-Year,Not Converted,,
L12681015,,2023-04-26,Agra,Social Media,2-Year,Not Converted,,
L67769399,S5583783,2025-04-28,Indore,Agent,1year,Converted,05/05/2025,143201.0
L24899606,,03/12/2023,Varanasi,Social Media,1 Yr,Not Converted,,
L39477640,S3323663,2025-05-30,Amritsar,Social Media,1-Year,Converted,2025-07-24,137578.0
L91161527,,2025-01-06,Hyderabad,Website,One-Year,Not Converted,,
L71925687,,2025-05-13,Patna,Website,2 Yr,Not Converted,,
L81258052,,04-19-2025,Jaipur,Social Media,1-Year,Not Converted,,
L30515592,S2929251,2023-05-27,Mumbai,Social Media,1-Year,Converted,19/06/2023,159000.0
L20832295,,2024-07-28,Agra,Social Media,1 Yr,Not Converted,,
L41680957,,16/03/2025,Srinagar,Social Media,2-Year,Not Converted,,
L93185760,,19/11/2023,Pune,Social Media,2-Year,Not Converted,,
L17351593,S2955408,03-18-2024,Varanasi,Agent,1year,Converted,23/05/2024,184056.0
L26236585,,04-16-2025,Srinagar,Walk-in,2 Yr,Not Converted,,
L25851562,S1931780,01-13-2023,Amritsar,School Seminar,1-Year,Converted,01-22-2023,117716.0
L48223282,,2024-05-08,Jaipur,School Seminar,1-Year,Not Converted,,
L04791722,,01/12/2024,Ranchi,Referral,Two-Year,Not Converted,,
L83082845,S3173461,14/10/2023,Lucknow,School Seminar,1-Year,Converted,01-01-2024,140830.0
L64926290,S9504553,12-20-2024,Vadodara,Walk-in,2-Year,Converted,08/03/2025,117931.0
L90904749,,2023-04-24,Mumbai,Social Media,1 Yr,Not Converted,,
L95330753,S0376963,2024-04-24,Mumbai,Walk-in,1year,Converted,16/07/2024,121513.0
L69918371,S0824505,22/01/2023,Faridabad,Referral,2-Year,Converted,01/04/2023,181323.0
L03407777,,2023-12-15,Indore,School Seminar,2-Year,Not Converted,,
L71304012,,12-26-2024,Ahmedabad,Agent,2-Year,Not Converted,,
L61869781,,13/11/2024,Pune,Referral,1-Year,Not Converted,,
L30034534,S5900529,2025-04-14,Agra,School Seminar,2-Year,Converted,29/04/2025,140202.0
L98103892,S4366128,19/07/2024,Delhi,Social Media,1-Year,Converted,2024-08-08,163181.0
L87537800,,24/06/2025,Rajkot,School Seminar,2-Year,Not Converted,,
L09676316,,03-20-2025,Bengaluru,Referral,2 Yr,Not Converted,,
L03904423,,11-16-2023,Pune,Social Media,One-Year,Not Converted,,
L96740473,,2023-05-06,Kanpur,Referral,1-Year,Not Converted,,
L70575175,,2023-10-04,Thane,Walk-in,One-Year,Not Converted,,
L18199071,S3225320,23/07/2023,Surat,Social Media,1-Year,Converted,08-08-2023,159705.0
L58618851,,13/07/2023,Lucknow,Website,1-Year,Not Converted,,
L84430307,,11/11/2024,Gurugram,Social Media,2-Year,Not Converted,,
L91762622,,25/10/2024,Ludhiana,Website,1-Year,Not Converted,,
L97371231,,2024-06-30,Delhi,Walk-in,Two-Year,Not Converted,,
L95520999,,11-26-2024,Indore,Social Media,2 Yr,Not Converted,,
L84325517,,13/10/2023,Ranchi,Referral,1-Year,Not Converted,,
L77020420,S1225069,02-26-2023,Lucknow,Walk-in,1-Year,Converted,2023-03-23,178958.0
L56850309,,01-03-2025,Bengaluru,Walk-in,2-Year,Not Converted,,
L72686303,,2023-10-30,Meerut,Walk-in,1 Yr,Not Converted,,
L59410022,S2039626,06-12-2023,Ghaziabad,Referral,2 Yr,Converted,08-08-2023,124162.0
L52101980,,2023-01-19,Vadodara,Referral,Two-Year,Not Converted,,
L22365293,S8916483,01-05-2024,Mumbai,Agent,Two-Year,Converted,14/01/2024,164576.0
L64222330,,21/09/2023,Chennai,Social Media,1-Year,Not Converted,,
L13778721,,2025-03-04,Ludhiana,Referral,2-Year,Not Converted,,
L55152638,,04-23-2023,Kolkata,Social Media,One-Year,Not Converted,,
L76523571,,05-02-2024,Bhopal,School Seminar,1-Year,Not Converted,,
L03739364,,23/11/2023,Patna,School Seminar,1-Year,Not Converted,,
L59927445,,25/06/2024,Jaipur,Social Media,2 Yr,Not Converted,,
L41852232,,10-08-2024,Gurugram,Social Media,2-Year,Not Converted,,
L68572269,S4985232,01/08/2024,Srinagar,Social Media,1-Year,Converted,05/10/2024,160321.0
L23783553,S9816670,03-06-2023,Faridabad,Referral,1-Year,Converted,25/03/2023,182148.0
L18882802,,10-19-2023,Bengaluru,Referral,2-Year,Not Converted,,
L84743728,,2023-01-25,Hyderabad,Agent,2 Yr,Not Converted,,
L44256545,S6751905,2024-07-02,Bhopal,Referral,2-Year,Converted,2024-08-27,117024.0
L63793446,S1795897,01/01/2023,Chennai,Social Media,1-Year,Converted,10/03/2023,141173.0
L09672328,S6805474,06-29-2025,,Website,1-Year,Converted,07-06-2025,177711.0
L58595721,,02/07/2024,Chennai,Referral,2-Year,Not Converted,,
L69362247,,21/05/2023,Bhopal,Walk-in,2-Year,Not Converted,,
L11665686,S6434621,01-13-2025,Kanpur,Social Media,1-Year,Converted,2025-02-04,162197.0
L49535143,,2024-10-09,Ludhiana,Referral,2-Year,Not Converted,,
L00539949,S9405256,2025-06-19,Hyderabad,Website,1-Year,Converted,2025-08-18,160529.0
L11341851,,07-07-2023,Indore,Walk-in,1-Year,Not Converted,,
L78145653,,2023-05-08,Jaipur,Social Media,1 Yr,Not Converted,,
L62956462,,20/07/2023,Ranchi,Walk-in,1 Yr,Not Converted,,
L73978170,S1271903,05-07-2023,Mumbai,Website,2-Year,Converted,25/06/2023,122655.0
L72825344,S2366265,09-14-2023,Amritsar,Social Media,1 Yr,Converted,10-26-2023,141324.0
L41782782,,2024-11-06,Varanasi,Referral,2 Yr,Not Converted,,
L30727302,S2324970,30/06/2024,Lucknow,Agent,2-Year,Converted,03/08/2024,144668.0
L81737494,,07-13-2023,Rajkot,Social Media,1 Yr,Not Converted,,
L55175873,,03/12/2024,Delhi,Walk-in,One-Year,Not Converted,,
L42297571,,2023-04-14,Gurugram,Walk-in,1-Year,Not Converted,,
L81894146,,06-18-2024,Patna,Walk-in,1-Year,Not Converted,,
L89495887,S7632480,09-22-2023,Lucknow,Referral,2-Year,Converted,02/10/2023,180378.0
L99269983,,12/03/2025,Kanpur,Social Media,1-Year,Not Converted,,
L97165764,,2024-01-19,Bengaluru,Walk-in,1-Year,Not Converted,,
L13706497,S8009635,17/09/2023,,Social Media,2-Year,Converted,2023-12-03,179974.0
L29137019,,18/02/2024,Mumbai,Referral,1-Year,Not Converted,,
L43434949,,24/12/2023,Agra,Social Media,1-Year,Not Converted,,
L85761473,,16/03/2023,Indore,Social Media,2-Year,Not Converted,,
L47294560,S0123630,2023-12-21,Gurugram,Agent,1-Year,Converted,25/02/2024,136085.0
L25647418,,2024-08-06,Ahmedabad,Referral,1-Year,Not Converted,,
L84132069,,09/02/2025,Patna,Agent,1 Yr,Not Converted,,
L53348148,S6078899,28/06/2025,Thane,Social Media,1-Year,Converted,2025-08-19,177485.0
L34816640,,2023-07-07,Nashik,Walk-in,1 Yr,Not Converted,,
L61770830,,15/11/2024,Bengaluru,Social Media,1-Year,Not Converted,,
L27840176,,17/10/2023,Pune,School Seminar,2-Year,Not Converted,,
L87349202,,02-14-2023,Kolkata,School Seminar,1-Year,Not Converted,,
L62666452,,26/07/2024,Faridabad,Social Media,2 Yr,Not Converted,,
L21979463,S3342247,24/03/2023,Pune,Website,2-Year,Converted,2023-04-21,120398.0
L82903213,,03/05/2023,Vadodara,Social Media,2 Yr,Not Converted,,
L88795233,,12-24-2023,Kolkata,Walk-in,2-Year,Not Converted,,
L43007690,S8660508,06-11-2024,Srinagar,Agent,1-Year,Converted,2024-09-06,158048.0
L91903472,S8862352,03-07-2023,Gurugram,Website,2 Yr,Converted,04-08-2023,138822.0
L11958954,,10-18-2024,Patna,Agent,2-Year,Not Converted,,
L19558240,,01-10-2024,Surat,Social Media,2 Yr,Not Converted,,
L63334757,,2023-06-11,Ahmedabad,Social Media,2year,Not Converted,,
L63828230,,01-15-2025,Mumbai,Social Media,1 Yr,Not Converted,,
L94172850,S5923470,15/01/2024,Jaipur,Referral,2 Yr,Converted,01-31-2024,183626.0
L09411273,,17/10/2024,Agra,School Seminar,2 Yr,Not Converted,,
L60169728,,12-24-2023,Patna,Social Media,1 Yr,Not Converted,,
L16284759,S7907494,07/07/2023,Gurugram,Walk-in,2-Year,Converted,12/09/2023,184107.0
L02617052,S2212856,11-18-2023,Nagpur,Social Media,2-Year,Converted,21/12/2023,143839.0
L75862795,,25/03/2024,Nashik,Social Media,2-Year,Not Converted,,
L78771141,,04-18-2024,Bhopal,Walk-in,2 Yr,Not Converted,,
L76008355,S0780020,01-13-2023,Bhopal,Referral,1-Year,Converted,02-06-2023,117361.0
L83690102,S8430991,07-03-2023,Jaipur,School Seminar,1-Year,Converted,2023-08-09,176547.0
L70957683,S5944207,2023-04-21,Thane,Social Media,1-Year,Converted,07-14-2023,176365.0
L97367685,,2024-05-22,Thane,School Seminar,2-Year,Not Converted,,
L01120443,S5147947,2023-10-17,Nashik,Social Media,1-Year,Converted,04/01/2024,138853.0
L01619244,,2023-10-22,Gurugram,Social Media,1 Yr,Not Converted,,
L42516758,S1960728,26/03/2024,Surat,Walk-in,2-Year,Converted,06-09-2024,180960.0
L31486872,,2025-06-22,Mumbai,Website,2-Year,Not Converted,,
L97583812,,2023-08-03,Bhopal,Social Media,1-Year,Not Converted,,
L08739378,,23/09/2024,Patna,Social Media,2 Yr,Not Converted,,
L73485009,,2025-06-12,Pune,Referral,2 Yr,Not Converted,,
L68395721,S7862446,2024-07-20,Meerut,Social Media,1-Year,Converted,08-13-2024,140157.0
L20387537,,2023-01-27,,School Seminar,2 Yr,Not Converted,,
L11241279,S9765756,21/09/2024,Gurugram,School Seminar,2 Yr,Converted,11-03-2024,117985.0
L93010283,,2025-01-02,Kolkata,Social Media,2-Year,Not Converted,,
L87433503,S1866183,08-19-2023,Ranchi,Referral,1-Year,Converted,09-20-2023,181669.0
L55395369,,2024-07-18,Nashik,School Seminar,1-Year,Not Converted,,
L86455911,,03-17-2025,Thane,Social Media,2 Yr,Not Converted,,
L43313941,,2023-11-17,Patna,Walk-in,2-Year,Not Converted,,
L46142842,,2023-08-21,Srinagar,Social Media,2 Yr,Not Converted,,
L25667339,,31/10/2024,Thane,Walk-in,2-Year,Not Converted,,
L88709788,,03-12-2024,Kanpur,Social Media,1year,Not Converted,,
L80846012,,19/02/2025,Bhopal,School Seminar,2-Year,Not Converted,,
L80765223,S3935271,2024-06-16,Vadodara,Referral,2year,Converted,20/06/2024,179191.0
L20866602,,02-07-2024,Pune,Social Media,1-Year,Not Converted,,
L97158798,,2023-02-22,Ranchi,School Seminar,2 Yr,Not Converted,,
L68447461,S6508578,25/02/2025,Agra,Social Media,2 Yr,Converted,2025-03-07,140135.0
L09082552,,2023-11-09,Ludhiana,Referral,One-Year,Not Converted,,
L45376477,,08/10/2023,Hyderabad,Referral,1 Yr,Not Converted,,
L76199135,,12-26-2024,Ghaziabad,Social Media,2-Year,Not Converted,,
L91237474,,2023-01-31,Hyderabad,Website,2 Yr,Not Converted,,
L24311853,,12-03-2023,Bengaluru,School Seminar,2-Year,Not Converted,,
L09239235,S5742462,2023-07-02,Patna,Social Media,Two-Year,Converted,08-10-2023,183209.0
L53748817,S9326345,23/01/2023,Nagpur,Walk-in,1-Year,Converted,17/02/2023,156719.0
L77236655,,06-27-2024,Ghaziabad,Referral,1year,Not Converted,,
L35544859,,2024-03-21,Bengaluru,Website,2 Yr,Not Converted,,
L86131619,,2023-03-15,Indore,Social Media,2-Year,Not Converted,,
L34877494,,2023-01-10,Pune,Walk-in,2-Year,Not Converted,,
L96575754,S5200711,04-28-2024,,Referral,2 Yr,Converted,14/06/2024,155878.0
L77025626,,31/03/2024,Vadodara,Referral,1-Year,Not Converted,,
L95707342,S9608595,2024-07-19,Nashik,Referral,Two-Year,Converted,2024-10-09,161272.0
L69064451,S1775355,2024-07-17,Surat,Social Media,2-Year,Converted,2024-08-19,156609.0
L65738299,,2024-10-21,Bengaluru,School Seminar,1-Year,Not Converted,,
L86575687,S2230631,2023-06-09,,Referral,1-Year,Converted,2023-08-07,180109.0
L05600718,,2025-05-31,Jaipur,Agent,2-Year,Not Converted,,
L65333332,S7573004,01-14-2023,Indore,Social Media,2 Yr,Converted,15/02/2023,157448.0
